30.496,18.4456,4.974,um,Surface,Position,1,0
21.2352,18.8512,4.964,um,Surface,Position,1,1
23.8872,21.5664,4.976,um,Surface,Position,1,2
20.48,22.3744,4.964,um,Surface,Position,1,3
19.7296,22.8736,4.978,um,Surface,Position,1,4
23.6592,24.1392,5.114,um,Surface,Position,1,5
25.496,14.988,4.976,um,Surface,Position,1,6
20.3872,17.5376,5.332,um,Surface,Position,1,7
18.6568,20.6712,5.612,um,Surface,Position,1,8
26.4096,13.488,5.132,um,Surface,Position,1,9
21.6392,19.84,5.418,um,Surface,Position,1,10
22.8824,19.8824,5.178,um,Surface,Position,1,11
26.4192,23.3552,5.466,um,Surface,Position,1,12
21.5432,23.4168,5.234,um,Surface,Position,1,13
27.4,11.5256,5.526,um,Surface,Position,1,14
30.5488,12.9872,5.282,um,Surface,Position,1,15
27.624,21.34,5.682,um,Surface,Position,1,16
21.5424,26.9264,5.816,um,Surface,Position,1,17
27.0312,18.2368,5.842,um,Surface,Position,1,18
16.8064,26.7072,6.032,um,Surface,Position,1,19
16.752,29.748,5.938,um,Surface,Position,1,20
23.748,30.8184,5.654,um,Surface,Position,1,21
28.2888,17.6176,6.2,um,Surface,Position,1,22
23.4072,18.1472,5.786,um,Surface,Position,1,23
25.9488,18.8184,5.854,um,Surface,Position,1,24
17.3576,24.0184,6.058,um,Surface,Position,1,25
25.144,18.596,5.96,um,Surface,Position,1,26
18.612,29.1096,6.526,um,Surface,Position,1,27
17.912,30.7136,6.058,um,Surface,Position,1,28
22.4624,17.7184,6.602,um,Surface,Position,1,29
19.5672,21.4856,6.108,um,Surface,Position,1,30
21.084,28.9408,6.648,um,Surface,Position,1,31
30.2184,13.492,6.604,um,Surface,Position,1,32
25.9312,15.3904,6.386,um,Surface,Position,1,33
28.256,21.7576,6.676,um,Surface,Position,1,34
24.5152,26.8016,6.388,um,Surface,Position,1,35
20.796,26.9808,6.576,um,Surface,Position,1,36
21.156,29.996,6.404,um,Surface,Position,1,37
25.592,20.3008,6.926,um,Surface,Position,1,38
19.3552,28.2536,7.118,um,Surface,Position,1,39
25.2904,13.4608,7.036,um,Surface,Position,1,40
24.3544,20.6712,6.984,um,Surface,Position,1,41
19.7104,22.8288,6.946,um,Surface,Position,1,42
22.7976,25.1648,7.3,um,Surface,Position,1,43
25.3448,15.3776,7.262,um,Surface,Position,1,44
21.5568,19.4328,6.894,um,Surface,Position,1,45
16.9848,27.5248,7.112,um,Surface,Position,1,46
17.1864,28.6008,7.482,um,Surface,Position,1,47
25.8832,16.9264,7.844,um,Surface,Position,1,48
25.5224,18.1976,7.89,um,Surface,Position,1,49
25.1568,21.7984,7.862,um,Surface,Position,1,50
23.6904,24.7968,7.996,um,Surface,Position,1,51
22.1776,21.9888,8.156,um,Surface,Position,1,52
22.2928,25.0704,8.406,um,Surface,Position,1,53
